latitude,longitude,Dataset,title,thumbnail_url,artist_name,year,art_type,location_description,geom,address
34.073688,-118.207237,Robin Dunitz Slides of Los Angeles Murals,"The three gospels, Lincoln Heights",images/Dunitz/1480.jpeg,Isabel Mora; Jerry Rodriguez; Andy Ledesma,1994,,,"34.073688,-118.207237","Shell, North Broadway, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
34.073688,-118.207237,Robin Dunitz Slides of Los Angeles Murals,"The three gospels, Lincoln Heights",images/Dunitz/2003.jpeg,Isabel Mora; Jerry Rodriguez; Andy Ledesma,1994,,,"34.073688,-118.207237","Shell, North Broadway, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
34.050579,-118.216496,Robin Dunitz Slides of Los Angeles Murals,"The White Memorial project, Boyle Heights",images/Dunitz/1482.jpeg,Richard Wyatt,1994,,,"34.050579,-118.21649599999999","White Memorial Medical Center, 1720, Cesar E Chavez Avenue, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.050579,-118.216496,Robin Dunitz Slides of Los Angeles Murals,"The White Memorial project, Boyle Heights, detail",images/Dunitz/1483.jpeg,Richard Wyatt,1994,,,"34.050579,-118.21649599999999","White Memorial Medical Center, 1720, Cesar E Chavez Avenue, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.050579,-118.216496,Robin Dunitz Slides of Los Angeles Murals,"The White Memorial project, Boyle Heights",images/Dunitz/2004.jpeg,Richard Wyatt,1994,,,"34.050579,-118.21649599999999","White Memorial Medical Center, 1720, Cesar E Chavez Avenue, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.047237,-118.219693,Robin Dunitz Slides of Los Angeles Murals,"El corrido de Ricardo Valdez, Boyle Heights",images/Dunitz/2054.jpeg,Juan Solis,1994,,,"34.047237,-118.21969299999999","1801, East 1st Street, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.069867,-118.219821,Robin Dunitz Slides of Los Angeles Murals,"History of Lincolon Heights, Lincoln Heights",images/Dunitz/1474.jpeg,Jerry Rodriguez,1994,,,"34.069866999999995,-118.219821","Albion Elementary School, Avenue 19, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.084556,-118.220165,Robin Dunitz Slides of Los Angeles Murals,"Before the game: the eternal practice, Highland Park, Los Angeles",images/Dunitz/1888.jpeg,Olivia Gude,1994,,,"34.084556,-118.220165","Arroyo Seco Parkway, Dayton Avenue, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.048677,-118.256149,Robin Dunitz Slides of Los Angeles Murals,"Stamps of victory, Los Angeles",images/Dunitz/174.jpeg,Johanna Poethig,1994,,,"34.048677000000005,-118.256149","637, Wilshire Boulevard, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90025, United States"
34.048677,-118.256149,Robin Dunitz Slides of Los Angeles Murals,"Stamps of victory, Los Angeles, detail",images/Dunitz/175.jpeg,Johanna Poethig,1994,,,"34.048677000000005,-118.256149","637, Wilshire Boulevard, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90025, United States"
34.048677,-118.256149,Robin Dunitz Slides of Los Angeles Murals,"Stamps of victory, Los Angeles",images/Dunitz/1797.jpeg,Johanna Poethig,1994,,,"34.048677000000005,-118.256149","637, Wilshire Boulevard, Financial District, Downtown, Los Angeles, Los Angeles County, California, 90025, United States"
34.047041,-118.262372,Robin Dunitz Slides of Los Angeles Murals,"Honor for us all, Los Angeles",images/Dunitz/170.jpeg,Michael Schnorr; Todd Stands; Susan Yamagata,1994,,,"34.047041,-118.262372","865, West 8th Place, South Park, Downtown, Los Angeles, Los Angeles County, California, 90017, United States"
34.087391,-118.272886,Robin Dunitz Slides of Los Angeles Murals,"Under the bridge, Silver Lake, Los   Angeles",images/Dunitz/1828.jpeg,Ernesto De la Loza,1994,,,"34.087391,-118.27288600000001","1582, Elevado Street, Silver Lake, Los Angeles, Los Angeles County, California, 90026, United States"
34.058562,-118.274517,Robin Dunitz Slides of Los Angeles Murals,"Revolution evolution, Los Angeles, detail 1 of 2",images/Dunitz/420.jpeg,Hector Ponce,1994,,,"34.058562,-118.27451699999999","621, South Westlake Avenue, Westlake South, Westlake, Los Angeles, Los Angeles County, California, 90057, United States"
34.058562,-118.274517,Robin Dunitz Slides of Los Angeles Murals,"Revolution evolution, Los Angeles, detail 2 of 2",images/Dunitz/421.jpeg,Hector Ponce,1994,,,"34.058562,-118.27451699999999","621, South Westlake Avenue, Westlake South, Westlake, Los Angeles, Los Angeles County, California, 90057, United States"
34.058562,-118.274517,Robin Dunitz Slides of Los Angeles Murals,"Revolution evolution, Los Angeles",images/Dunitz/2044.jpeg,Hector Ponce,1994,,,"34.058562,-118.27451699999999","621, South Westlake Avenue, Westlake South, Westlake, Los Angeles, Los Angeles County, California, 90057, United States"
34.092358,-118.280107,Robin Dunitz Slides of Los Angeles Murals,"Flamenca de las Rosas, Silver Lake",images/Dunitz/249.jpeg,Annie Sperling,1994,,,"34.092358000000004,-118.280107","Intelligentsia Coffee Silver Lake Coffeebar, 3922, Sunset Boulevard, Los Angeles, Los Angeles County, California, 90029, United States"
33.957973,-118.291597,Robin Dunitz Slides of Los Angeles Murals,"L.A.-Berlin Exchange, Los Angeles",images/Dunitz/765.jpeg,"Toons; Dru One; A One; Mith; Hex (Rios, Hector) and others",1994,,,"33.957972999999996,-118.291597","South Vermont Avenue, Vermont Vista, Los Angeles, Los Angeles County, California, 90044, United States"
34.073688,-118.291619,Robin Dunitz Slides of Los Angeles Murals,"Korean farmers dance, Los Angeles",images/Dunitz/112.jpeg,Dong-In Park,1994,,,"34.073688,-118.291619","North Vermont Avenue, Koreatown, Los Angeles, Los Angeles County, California, 90004-3624, United States"
34.061761,-118.295417,Robin Dunitz Slides of Los Angeles Murals,"Remember your roots, Los Angeles, detail",images/Dunitz/228.jpeg,Darryl Mar; Tony Osumi,1994,,,"34.061761,-118.29541699999999","Wilshire & Catalina, Wilshire Boulevard, Koreatown, Los Angeles, Los Angeles County, California, 90010, United States"
34.061761,-118.295417,Robin Dunitz Slides of Los Angeles Murals,"Remember your roots, Los Angeles",images/Dunitz/229.jpeg,Darryl Mar; Tony Osumi,1994,,,"34.061761,-118.29541699999999","Wilshire & Catalina, Wilshire Boulevard, Koreatown, Los Angeles, Los Angeles County, California, 90010, United States"
34.061761,-118.295417,Robin Dunitz Slides of Los Angeles Murals,"Remember your roots, Los Angeles",images/Dunitz/1815.jpeg,Darryl Mar; Tony Osumi,1994,,,"34.061761,-118.29541699999999","Wilshire & Catalina, Wilshire Boulevard, Koreatown, Los Angeles, Los Angeles County, California, 90010, United States"
34.098426,-118.314428,Robin Dunitz Slides of Los Angeles Murals,"Tony Curtis, Hollywood",images/Dunitz/332.jpeg,George Sportelli,1994,,,"34.098426,-118.314428","8B, Hollywood Freeway, Hollywood, Los Angeles, Los Angeles County, California, 90028-5420, United States"
34.087124,-118.322282,Robin Dunitz Slides of Los Angeles Murals,"Whaling wall number 63, Hollywood",images/Dunitz/345.jpeg,Wyland,1994,,,"34.087123999999996,-118.322282","Hollywood Forever Cemetery and Funeral Home, Gower Street, Hollywood, Los Angeles, Los Angeles County, California, 90038, United States"
34.101802,-118.340993,Robin Dunitz Slides of Los Angeles Murals,"Whaling wall number 62, Hollywood",images/Dunitz/335.jpeg,Wyland,1994,,,"34.101802,-118.340993","TCL Chinese Theatre, 6925, Hollywood Boulevard, Whitley Heights Historic District, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States"
34.083872,-118.356421,Robin Dunitz Slides of Los Angeles Murals,"The cat in the hat, West Hollywood",images/Dunitz/334.jpeg,"Jason; Spurn; Arco, PDB",1994,,,"34.083872,-118.356421","Yonada, North Stanley Avenue, Fairfax, Los Angeles, Los Angeles County, California, 90046, United States"
34.083872,-118.356421,Robin Dunitz Slides of Los Angeles Murals,"The cat in the hat, West Hollywood, detail",images/Dunitz/336.jpeg,"Jason; Spurn; Arco, PDB",1994,,,"34.083872,-118.356421","Yonada, North Stanley Avenue, Fairfax, Los Angeles, Los Angeles County, California, 90046, United States"
34.083872,-118.356421,Robin Dunitz Slides of Los Angeles Murals,"The cat in the hat, West Hollywood",images/Dunitz/2016.jpeg,"Jason; Spurn; Arco, PDB",1994,,,"34.083872,-118.356421","Yonada, North Stanley Avenue, Fairfax, Los Angeles, Los Angeles County, California, 90046, United States"
34.083854,-118.359597,Robin Dunitz Slides of Los Angeles Murals,"Monochrome portraits of Elizabeth Taylor and other movie stars, West Hollywood",images/Dunitz/317.jpeg,Hector Rios,1994,,,"34.083853999999995,-118.359597","Melrose & Ogden, Melrose Avenue, Fairfax, Los Angeles, Los Angeles County, California, 90046, United States"
34.029562,-118.371956,Robin Dunitz Slides of Los Angeles Murals,"The survival of a nation, Los Angeles",images/Dunitz/235.jpeg,Alysse Stepanian,1994,,,"34.029562,-118.37195600000001","Blackwelder, La Cienega Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90250, United States"
34.082059,-118.375014,Robin Dunitz Slides of Los Angeles Murals,"Dorothy in Hollywood, Los Angeles",images/Dunitz/350.jpeg,Elizabeth Garrison; Victor Henderson,1994,,,"34.082059,-118.375014","Rosewood Elementary School, Clinton Street, Beverly Grove, Los Angeles, Los Angeles County, California, 90069, United States"
34.234796,-118.439789,Robin Dunitz Slides of Los Angeles Murals,"The Carmel Mission, Arleta",images/Dunitz/632.jpeg,Alfredo Diaz Florez,1994,,,"34.234796,-118.43978899999999","9074, Woodman Avenue, Arleta, Los Angeles, Los Angeles County, California, 91331, United States"
34.090385,-117.734717,Robin Dunitz Slides of Los Angeles Murals,"Fundraising mural, Pomona",images/Dunitz/1530.jpeg,Michael Tauber,1995,,,"34.090385,-117.73471699999999","913, Arrow Highway, Pomona, Los Angeles County, California, 91767, United States"
34.114851,-117.766947,Robin Dunitz Slides of Los Angeles Murals,"Citrus country, La Verne",images/Dunitz/1528.jpeg,Frank Matranga,1995,,,"34.114851,-117.766947","Michaels, 1951, Foothill Boulevard, La Verne, Los Angeles County, California, 91750, United States"
34.040374,-118.152101,Robin Dunitz Slides of Los Angeles Murals,"Si podemos, Yes we can, Monterey Park",images/Dunitz/1468.jpeg,John Zender Estrada; Youth,1995,,,"34.040374,-118.152101","Lane Elementary School, Cesar E Chavez Avenue, Monterey Park, Los Angeles County, California, 90022-1632, United States"
34.039814,-118.152155,Robin Dunitz Slides of Los Angeles Murals,"Who is Chavez, Monterey Park",images/Dunitz/1469.jpeg,John Zender Estrada; Youth,1995,,,"34.039814,-118.15215500000001","Lane Elementary School, Cesar E Chavez Avenue, Monterey Park, Los Angeles County, California, 90022-1632, United States"
34.062206,-118.171756,Robin Dunitz Slides of Los Angeles Murals,"The muralists, El Sereno, [panel] 1 of 2",images/Dunitz/1456.jpeg,Terry Schoonhove,1995,,,"34.062206,-118.171756","4387, State University Drive, El Sereno, East Los Angeles, Los Angeles, Los Angeles County, California, 90032, United States"
34.062206,-118.171756,Robin Dunitz Slides of Los Angeles Murals,"The muralists, El Sereno, [panel] 2 of 2",images/Dunitz/1457.jpeg,Terry Schoonhove,1995,,,"34.062206,-118.171756","4387, State University Drive, El Sereno, East Los Angeles, Los Angeles, Los Angeles County, California, 90032, United States"
34.062206,-118.171756,Robin Dunitz Slides of Los Angeles Murals,"The muralists, El Sereno",images/Dunitz/2000.jpeg,Terry Schoonhove,1995,,,"34.062206,-118.171756","4387, State University Drive, El Sereno, East Los Angeles, Los Angeles, Los Angeles County, California, 90032, United States"
34.198661,-118.175308,Robin Dunitz Slides of Los Angeles Murals,"Mars yard, Pasadena",images/Dunitz/1232.jpeg,Joseph Giri,1995,,,"34.198661,-118.175308","Jet Propulsion Laboratory, 4800, Oak Grove Drive, Pasadena, Los Angeles County, California, 91109, United States"
33.944312,-118.182582,Robin Dunitz Slides of Los Angeles Murals,"Vision and tradition, South Gate",images/Dunitz/1968.jpeg,Jane Boyd,1995,,,"33.944312,-118.18258200000001","9673, Pinehurst Avenue, South Gate, Los Angeles County, California, 90280, United States"
34.114167,-118.18579,Robin Dunitz Slides of Los Angeles Murals,"Commemoration to the 120,000 people who marched against Proposition 187, Highland Park, Los Angeles",images/Dunitz/518.jpeg,Raul Baltazar,1995,,,"34.114167,-118.18579","6193, Piedmont Avenue, Highland Park, Los Angeles, Los Angeles County, California, 90042, United States"
34.113697,-118.186423,Robin Dunitz Slides of Los Angeles Murals,"Libraries educate, governments make cutbacks, Highland Park, Los Angeles",images/Dunitz/519.jpeg,Luis Becerra,1995,,,"34.113696999999995,-118.186423","Arroyo Seco Regional Branch Los Angeles Public Library, North Figueroa Street, Highland Park, Los Angeles, Los Angeles County, California, 90042-4229, United States"
33.772838,-118.1936,Robin Dunitz Slides of Los Angeles Murals,"We know who we are, Long Beach",images/Dunitz/1939.jpeg,June Edmonds,1995,,,"33.772838,-118.1936","Pacific Avenue, Long Beach, Los Angeles County, California, 90802, United States"
34.046899,-118.20787,Robin Dunitz Slides of Los Angeles Murals,"No somos animales (We are not animals), Boyle Heights",images/Dunitz/1475.jpeg,Willie Herron III,1995,,,"34.046898999999996,-118.20787","Metro 68, 770, Cesar E Chavez Avenue, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
33.789491,-118.217558,Robin Dunitz Slides of Los Angeles Murals,"Homage to the Harbor District Japanese American pioneers, West Long Beach",images/Dunitz/1938.jpeg,Trace Tres Fukuhara,1995,,,"33.789491,-118.21755800000001","1778, Seabright Avenue, Long Beach, Los Angeles County, California, 90813, United States"
33.895983,-118.22437,Robin Dunitz Slides of Los Angeles Murals,"Compton past, present and future, Compton",images/Dunitz/1967.jpeg,Eva Cockcroft,1995,,,"33.895983,-118.22437","101, North Willowbrook Avenue, Compton, Los Angeles County, California, 90220, United States"
33.988918,-118.243511,Robin Dunitz Slides of Los Angeles Murals,"South Central Codex and Slauson serenade, Los Angeles, detail 1 of 4",images/Dunitz/1304.jpeg,Wayne Healy; David Botello; Ricardo Duffy,1995,,,"33.988918,-118.24351100000001","Slauson, East Slauson Avenue, Wingfoot, Florence-Firestone, Los Angeles County, California, 90040, United States"
33.988918,-118.243511,Robin Dunitz Slides of Los Angeles Murals,"South Central Codex and Slauson serenade, Los Angeles, detail 2 of 4",images/Dunitz/1305.jpeg,Wayne Healy; David Botello; Ricardo Duffy,1995,,,"33.988918,-118.24351100000001","Slauson, East Slauson Avenue, Wingfoot, Florence-Firestone, Los Angeles County, California, 90040, United States"
33.988918,-118.243511,Robin Dunitz Slides of Los Angeles Murals,"South Central Codex and Slauson serenade, Los Angeles, detail 3 of 4",images/Dunitz/1306.jpeg,Wayne Healy; David Botello; Ricardo Duffy,1995,,,"33.988918,-118.24351100000001","Slauson, East Slauson Avenue, Wingfoot, Florence-Firestone, Los Angeles County, California, 90040, United States"
33.988918,-118.243511,Robin Dunitz Slides of Los Angeles Murals,"South Central Codex and Slauson serenade, Los Angeles, detail 4 of 4",images/Dunitz/1307.jpeg,Wayne Healy; David Botello; Ricardo Duffy,1995,,,"33.988918,-118.24351100000001","Slauson, East Slauson Avenue, Wingfoot, Florence-Firestone, Los Angeles County, California, 90040, United States"
33.988918,-118.243511,Robin Dunitz Slides of Los Angeles Murals,"South Central Codex and Slauson serenade, Los Angeles",images/Dunitz/1970.jpeg,Wayne Healy; David Botello; Ricardo Duffy,1995,,,"33.988918,-118.24351100000001","Slauson, East Slauson Avenue, Wingfoot, Florence-Firestone, Los Angeles County, California, 90040, United States"
34.064143,-118.264904,Robin Dunitz Slides of Los Angeles Murals,"Filipino Americans: a glorious history, a golden legacy, Echo Park",images/Dunitz/1833.jpeg,Eliseo Art Silva,1995,,,"34.064143,-118.264904","1668, Beverly Boulevard, Westlake, Los Angeles, Los Angeles County, California, 90026, United States"
