latitude,longitude,Dataset,title,thumbnail_url,artist_name,year,art_type,location_description,geom,address
34.092482,-118.374046,Robin Dunitz Slides of Los Angeles Murals,"Woman with the flaming red hair, West Hollywood",images/Dunitz/1584.jpeg,Diana Schnurr,1972,,,"34.092482000000004,-118.37404599999999","Olive Drive, West Hollywood, Los Angeles County, California, 90069, United States"
34.045063,-118.451425,Robin Dunitz Slides of Los Angeles Murals,"Isle of California, West Los Angeles",images/Dunitz/2028.jpeg,Terry Schoonhoven; Victor Henderson; Jim Frazin,1972,,,"34.045063,-118.451425","11428, Butler Avenue, West Los Angeles, Sawtelle, Los Angeles, Los Angeles County, California, 90064-1508, United States"
34.18179,-118.876662,Robin Dunitz Slides of Los Angeles Murals,"Ghost Town, Thousand Oaks",images/Dunitz/2034.jpeg,Terry Schoonhoven; Victor Henderson,1972,,,"34.18179,-118.87666200000001","Karma, West Hillcrest Drive, Thousand Oaks, Ventura County, California, 91360, United States"
34.079056,-118.166134,Robin Dunitz Slides of Los Angeles Murals,"Statement against the oppression of working people and people of color, El Sereno",images/Dunitz/459.jpeg,Johnny T. Alvarez,1973,,,"34.079056,-118.16613400000001","2908, Warwick Avenue, El Sereno, Los Angeles, Los Angeles County, California, 90032, United States"
34.079056,-118.166134,Robin Dunitz Slides of Los Angeles Murals,"Statement against the oppression of working people and people of color, El Sereno, detail 1 of 3",images/Dunitz/460.jpeg,Johnny T. Alvarez,1973,,,"34.079056,-118.16613400000001","2908, Warwick Avenue, El Sereno, Los Angeles, Los Angeles County, California, 90032, United States"
34.079056,-118.166134,Robin Dunitz Slides of Los Angeles Murals,"Statement against the oppression of working people and people of color, El Sereno, detail 3 of 3",images/Dunitz/462.jpeg,Johnny T. Alvarez,1973,,,"34.079056,-118.16613400000001","2908, Warwick Avenue, El Sereno, Los Angeles, Los Angeles County, California, 90032, United States"
34.079056,-118.166134,Robin Dunitz Slides of Los Angeles Murals,"Statement against the oppression of working people and people of color, El Sereno",images/Dunitz/1878.jpeg,Johnny T. Alvarez,1973,,,"34.079056,-118.16613400000001","2908, Warwick Avenue, El Sereno, Los Angeles, Los Angeles County, California, 90032, United States"
34.030185,-118.172936,Robin Dunitz Slides of Los Angeles Murals,"The dip beer bar mural, East Los Angeles",images/Dunitz/1599.jpeg,Johnny Alvarez,1973,,,"34.030184999999996,-118.172936","43201, Eagle Street, East Los Angeles, Los Angeles County, California, 90022, United States"
34.019974,-118.206067,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Virgin of Guadalupe, Los Angeles",images/Dunitz/996.jpeg,Steve Delgado,1973,,,"34.019974,-118.20606699999999","3396, Hunter Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018797,-118.206732,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Portraits of Abraham Lincoln and John F. Kennedy, Los Angeles",images/Dunitz/1015.jpeg,Frank Lopez,1973,,,"34.018797,-118.206732","Metro 605, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.020552,-118.207065,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. In memory of a homeboy, Los Angeles",images/Dunitz/990.jpeg,Daniel Martinez,1973,,,"34.020552,-118.20706499999999","3341, Hunter Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.019212,-118.208256,Robin Dunitz Slides of Los Angeles Murals,"The sun bathers, East Los Angeles",images/Dunitz/1934.jpeg,"Goez (Hernandez, Gil)",1973,,,"34.019211999999996,-118.208256","3303, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.020564,-118.210337,Robin Dunitz Slides of Los Angeles Murals,"Aztec rain god, East Los Angeles",images/Dunitz/2060.jpeg,Manual Gonzalez,1973,,,"34.020564,-118.21033700000001","Metro 605, South Grande Vista Avenue, Boyle Heights, Los Angeles, Los Angeles County, California, 90023-1528, United States"
34.052979,-118.242888,Robin Dunitz Slides of Los Angeles Murals,"Los Angeles City Hall East, Los Angeles",images/Dunitz/1765.jpeg,Millard Sheets,1973,,,"34.052979,-118.242888","Los Angeles City Hall, 200, North Spring Street, Civic Center, Downtown, Los Angeles, Los Angeles County, California, 90012, United States"
33.990146,-118.463988,Robin Dunitz Slides of Los Angeles Murals,"Brandelli's Brig, Venice(restored in 1978 and 1989)",images/Dunitz/1923.jpeg,Arthur Mortimer,1973,,,"33.990146,-118.46398799999999","501, Palms Boulevard, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
34.0384,-118.168205,Robin Dunitz Slides of Los Angeles Murals,"Evolution, East Los Angeles",images/Dunitz/1182.jpeg,Charles Felix; Los Ninos del Mundo,1974,,,"34.0384,-118.168205","McDonnell Avenue School, Ford Boulevard, Belvedere, East Los Angeles, Los Angeles County, California, 9022, United States"
34.035644,-118.187785,Robin Dunitz Slides of Los Angeles Murals,"A history of our struggle, Boyle Heights",images/Dunitz/1931.jpeg,Goez Art Studio; Robert Arenivar; Joel Suro Olivares,1974,,,"34.035644,-118.187785","Alliance Morgan McKinzie, South Townsend Avenue, Wellington Heights, East Los Angeles, Los Angeles County, California, 90063, United States"
34.057625,-118.19389,Robin Dunitz Slides of Los Angeles Murals,"The murals of Ramona Gardens. To ace out a homeboy, Los Angeles",images/Dunitz/999.jpeg,Manuel Cruz,1974,,,"34.057625,-118.19389","2883, Lancaster Avenue, Ramona Gardens, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.049099,-118.195091,Robin Dunitz Slides of Los Angeles Murals,"Las tres culturas, Boyle Heights(restored 1981 and 1986)",images/Dunitz/1183.jpeg,Rozelio Duarte; Juan Navarro; Pastetez,1974,,,"34.049099,-118.19509099999999","Metro 71, Wabash Avenue, Boyle Heights, Los Angeles, Los Angeles County, California, 90053, United States"
34.057596,-118.195853,Robin Dunitz Slides of Los Angeles Murals,"The murals of Ramona Gardens. Ghosts of the barrio, Los Angeles",images/Dunitz/997.jpeg,Wayne Healy,1974,,,"34.057596000000004,-118.195853","2729, Lancaster Avenue, Ramona Gardens, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.019405,-118.206303,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Tribute to the farmworkers, Los Angeles",images/Dunitz/993.jpeg,Alexandro C. Maya,1974,,,"34.019405,-118.206303","1399, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.020143,-118.206421,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Two Indian chiefs facing each other, Los Angeles",images/Dunitz/995.jpeg,Sandy,1974,,,"34.020143,-118.20642099999999","3378, Hunter Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018818,-118.2067,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Mountain with road zigzagging to the top, Los Angeles",images/Dunitz/1016.jpeg,R. Rochas; Roger Provencio,1974,,,"34.018817999999996,-118.2067","Metro 605, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018732,-118.207591,Robin Dunitz Slides of Los Angeles Murals,"Creations of man, East Los Angeles",images/Dunitz/1166.jpeg,Los Ninos del Mundo,1974,,,"34.018732,-118.207591","Mariscos 4 Vientos, 3000, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.020347,-118.208793,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. American concert, Los Angeles",images/Dunitz/6.jpeg,Tony Nunez,1974,,,"34.020346999999994,-118.208793","3272, Glenn Avenue, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.017024,-118.209221,Robin Dunitz Slides of Los Angeles Murals,"Chains of life, East Los Angeles",images/Dunitz/1930.jpeg,Charles Felix,1974,,,"34.017024,-118.209221","1580, South Grande Vista Avenue, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.058633,-118.252201,Robin Dunitz Slides of Los Angeles Murals,"Flow inversion, Los Angeles,1974",images/Dunitz/77.jpeg,Judith Von Euer,1974,,,"34.058633,-118.252201","Los Angeles Fire Department Fire Station 3, 108, North Fremont Avenue, Civic Center, Downtown, Los Angeles, Los Angeles County, California, 90012-2410, United States"
34.066365,-118.254046,Robin Dunitz Slides of Los Angeles Murals,"The freeway  lady, Los Angeles",images/Dunitz/1820.jpeg,Kent Twitchell,1974,,,"34.066365000000005,-118.254046","Knights Inn Los Angeles, 1255, West Temple Street, Civic Center, Downtown, Los Angeles, Los Angeles County, California, 90026, United States"
33.942986,-118.269539,Robin Dunitz Slides of Los Angeles Murals,"Our mural, Los Angeles, detail",images/Dunitz/926.jpeg,Robert Curry,1974,,,"33.942986,-118.269539","10297, South San Pedro Street, South Los Angeles, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90003, United States"
33.942986,-118.269539,Robin Dunitz Slides of Los Angeles Murals,"Our mural, Los Angeles",images/Dunitz/927.jpeg,Robert Curry,1974,,,"33.942986,-118.269539","10297, South San Pedro Street, South Los Angeles, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90003, United States"
33.942986,-118.269539,Robin Dunitz Slides of Los Angeles Murals,"Our mural, Los Angeles",images/Dunitz/2012.jpeg,Robert Curry,1974,,,"33.942986,-118.269539","10297, South San Pedro Street, South Los Angeles, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90003, United States"
33.942986,-118.269539,Robin Dunitz Slides of Los Angeles Murals,"Our mural, Los Angeles",images/Dunitz/2013.jpeg,Robert Curry,1974,,,"33.942986,-118.269539","10297, South San Pedro Street, South Los Angeles, Broadway-Manchester, Los Angeles, Los Angeles County, California, 90003, United States"
33.776757,-118.375754,Robin Dunitz Slides of Los Angeles Murals,"Recreational horseback riding, Rancho Palos Verdes",images/Dunitz/1266.jpeg,Millard Sheets,1974,,,"33.776757,-118.375754","Arco, 27301, Hawthorne Boulevard, Rolling Hills Estates, Los Angeles County, California, 90274, United States"
34.040249,-118.164568,Robin Dunitz Slides of Los Angeles Murals,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles",images/Dunitz/1161.jpeg,Goez; Robert Arenivar; Jose-Luis Gonzalez; Juan Gonzalez; David Botello,1975,,,"34.040248999999996,-118.16456799999999","Brooklyn Avenue Elementary School, Dangler Avenue, East Los Angeles, Monterey Park, Los Angeles County, California, 9022, United States"
34.040249,-118.164568,Robin Dunitz Slides of Los Angeles Murals,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles",images/Dunitz/1162.jpeg,Goez; Robert Arenivar; Jose-Luis Gonzalez; Juan Gonzalez; David Botello,1975,,,"34.040248999999996,-118.16456799999999","Brooklyn Avenue Elementary School, Dangler Avenue, East Los Angeles, Monterey Park, Los Angeles County, California, 9022, United States"
34.040249,-118.164568,Robin Dunitz Slides of Los Angeles Murals,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles",images/Dunitz/1932.jpeg,Goez; Robert Arenivar; Jose-Luis Gonzalez; Juan Gonzalez; David Botello,1975,,,"34.040248999999996,-118.16456799999999","Brooklyn Avenue Elementary School, Dangler Avenue, East Los Angeles, Monterey Park, Los Angeles County, California, 9022, United States"
34.019088,-118.172486,Robin Dunitz Slides of Los Angeles Murals,"Read between the lines (Cuidense Amigos), East Los Angeles",images/Dunitz/1159.jpeg,David Botello,1975,,,"34.019088,-118.172486","4488, Mines Street, Winter Gardens, East Los Angeles, Los Angeles County, California, 90022, United States"
34.060665,-118.194222,Robin Dunitz Slides of Los Angeles Murals,"The murals of Ramona Gardens. Ring of fire, Los Angeles",images/Dunitz/1001.jpeg,Willie Herron,1975,,,"34.060665,-118.194222","2724, Alcazar Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.057812,-118.196681,Robin Dunitz Slides of Los Angeles Murals,"The murals of Ramona Gardens. A human embryo and Native American families, Los Angelels",images/Dunitz/969.jpeg,Willie Herron,1975,,,"34.057812,-118.19668100000001","2700, Lancaster Avenue, Ramona Gardens, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.059522,-118.19993,Robin Dunitz Slides of Los Angeles Murals,"The murals of Ramona Gardens. Adam y Eva, Los Angeles",images/Dunitz/1002.jpeg,Willie Herron,1975,,,"34.059521999999994,-118.19993000000001","Metro 252, Soto Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90053, United States"
34.067378,-118.203235,Robin Dunitz Slides of Los Angeles Murals,"The learning tree, Los Angeles",images/Dunitz/1158.jpeg,Alfredo Diaz Flores,1975,,,"34.067378000000005,-118.203235","Department of Motor Vehicles, 3529, Mission Road, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
34.019182,-118.208352,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Leopard crouching in a tree, Los Angeles",images/Dunitz/1013.jpeg,Cholo V. Indio,1975,,,"34.019182,-118.208352","3299, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.019348,-118.208706,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Pastel-hued landscape, Los Angeles",images/Dunitz/1017.jpeg,Ernesto de la Loza,1975,,,"34.019348,-118.208706","3281, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.061728,-118.214197,Robin Dunitz Slides of Los Angeles Murals,"Stoddard Automotive, Lincoln Heights",images/Dunitz/1163.jpeg,Ismael Cazarez,1975,,,"34.061728,-118.214197","1713, Workman Street, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
34.086502,-118.21907,Robin Dunitz Slides of Los Angeles Murals,"A history of Mexico, Cypress Park, Los Angeles",images/Dunitz/458.jpeg,Anthony Padilla,1975,,,"34.086502,-118.21907","Metro 251, Cypress Avenue, Dayton Avenue, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.051379,-118.247631,Robin Dunitz Slides of Los Angeles Murals,"Cathedral of St. Vibiana, Los Angeles",images/Dunitz/75.jpeg,Igor De Konsky,1975,,,"34.051379,-118.24763100000001","Broadway & 3rd, South Broadway, Historic Core District, Downtown, Los Angeles, Los Angeles County, California, 90071, United States"
34.086733,-118.250871,Robin Dunitz Slides of Los Angeles Murals,"The worker's mural, Echo Park, Lis Angeles",images/Dunitz/307.jpeg,Art Zarate,1975,,,"34.086733,-118.25087099999999","1930, Echo Park Avenue, Echo Park, Los Angeles, Los Angeles County, California, 90026, United States"
34.086467,-118.252008,Robin Dunitz Slides of Los Angeles Murals,"Profiles of skulls and eagles, Los Angeles, detail",images/Dunitz/315.jpeg,Bill Madrid,1975,,,"34.086467,-118.252008","1621, Avalon Street, Echo Park, Los Angeles, Los Angeles County, California, 90026, United States"
34.086467,-118.252008,Robin Dunitz Slides of Los Angeles Murals,"Profiles of skulls and eagles, Los Angeles",images/Dunitz/316.jpeg,Bill Madrid,1975,,,"34.086467,-118.252008","1621, Avalon Street, Echo Park, Los Angeles, Los Angeles County, California, 90026, United States"
34.086467,-118.252008,Robin Dunitz Slides of Los Angeles Murals,"Profiles of skulls and eagles, Los Angeles",images/Dunitz/1861.jpeg,Bill Madrid,1975,,,"34.086467,-118.252008","1621, Avalon Street, Echo Park, Los Angeles, Los Angeles County, California, 90026, United States"
34.016171,-118.284473,Robin Dunitz Slides of Los Angeles Murals,"The history of Mexico and mankind, Los Angeles",images/Dunitz/933.jpeg,Raul Esparza,1975,,,"34.016171,-118.28447299999999","Administration East, State Drive, Exposition Park, Los Angeles, Los Angeles County, California, 90037, United States"
34.016171,-118.284473,Robin Dunitz Slides of Los Angeles Murals,"The history of Mexico and mankind, Los Angeles, detail 1 of 2",images/Dunitz/934.jpeg,Raul Esparza,1975,,,"34.016171,-118.28447299999999","Administration East, State Drive, Exposition Park, Los Angeles, Los Angeles County, California, 90037, United States"
34.016171,-118.284473,Robin Dunitz Slides of Los Angeles Murals,"The history of Mexico and mankind, Los Angeles, detail 2 of 2",images/Dunitz/935.jpeg,Raul Esparza,1975,,,"34.016171,-118.28447299999999","Administration East, State Drive, Exposition Park, Los Angeles, Los Angeles County, California, 90037, United States"
34.016171,-118.284473,Robin Dunitz Slides of Los Angeles Murals,"The history of Mexico and mankind, Los Angeles",images/Dunitz/2041.jpeg,Raul Esparza,1975,,,"34.016171,-118.28447299999999","Administration East, State Drive, Exposition Park, Los Angeles, Los Angeles County, California, 90037, United States"
33.985627,-118.467636,Robin Dunitz Slides of Los Angeles Murals,"The people of Venice vs. the Developers (aka The Jaya Mural), Venice, detail 1 of 2",images/Dunitz/682.jpeg,Emily Winters; Jaya,1975,,,"33.985627,-118.46763600000001","2155, Dell Avenue, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.985627,-118.467636,Robin Dunitz Slides of Los Angeles Murals,"The people of Venice vs. the Developers (aka The Jaya Mural), Venice",images/Dunitz/683.jpeg,Emily Winters; Jaya,1975,,,"33.985627,-118.46763600000001","2155, Dell Avenue, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.985627,-118.467636,Robin Dunitz Slides of Los Angeles Murals,"The people of Venice vs. the Developers (aka The Jaya Mural), Venice, detail 2 of 2",images/Dunitz/684.jpeg,Emily Winters; Jaya,1975,,,"33.985627,-118.46763600000001","2155, Dell Avenue, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.985627,-118.467636,Robin Dunitz Slides of Los Angeles Murals,"The people of Venice vs. the Developers (aka The Jaya Mural), Venice",images/Dunitz/1922.jpeg,Emily Winters; Jaya,1975,,,"33.985627,-118.46763600000001","2155, Dell Avenue, Venice, Los Angeles, Los Angeles County, California, 90291, United States"
33.946119,-118.083587,Robin Dunitz Slides of Los Angeles Murals,"History of Santa Fe Springs, Santa Fe Springs",images/Dunitz/1171.jpeg,Raul Esparza,1976,,,"33.946119,-118.08358700000001","11742, Telegraph Road, Fulton Wells, Santa Fe Springs, Los Angeles County, California, 90670, United States"
34.055785,-118.177625,Robin Dunitz Slides of Los Angeles Murals,"La Doliente de Hidalgo (the sorrow of Father Hidalgo), detail 1 of 2",images/Dunitz/985.jpeg,Willie Herr'on,1976,,,"34.055785,-118.177625","City Terrace Drive, City Terrace, East Los Angeles, Los Angeles County, California, 90032-3813, United States"
34.055785,-118.177625,Robin Dunitz Slides of Los Angeles Murals,La Doliente de Hidalgo (the sorrow of Father Hidalgo),images/Dunitz/986.jpeg,Willie Herr'on,1976,,,"34.055785,-118.177625","City Terrace Drive, City Terrace, East Los Angeles, Los Angeles County, California, 90032-3813, United States"
34.055785,-118.177625,Robin Dunitz Slides of Los Angeles Murals,"La Doliente de Hidalgo (the sorrow of Father Hidalgo), detail 2 of 2",images/Dunitz/987.jpeg,Willie Herr'on,1976,,,"34.055785,-118.177625","City Terrace Drive, City Terrace, East Los Angeles, Los Angeles County, California, 90032-3813, United States"
34.055785,-118.177625,Robin Dunitz Slides of Los Angeles Murals,"La Doliente de Hidalgo (The sorrow of Father Hidalgo), Los Angeles",images/Dunitz/1782.jpeg,Willie Herr'on,1976,,,"34.055785,-118.177625","City Terrace Drive, City Terrace, East Los Angeles, Los Angeles County, California, 90032-3813, United States"
34.057608,-118.192829,Robin Dunitz Slides of Los Angeles Murals,"The murals of Ramona Gardens. La mujer, Los Angles",images/Dunitz/1005.jpeg,Judithe Hernandez,1976,,,"34.057608,-118.192829","1598, North Evergreen Avenue, Ramona Gardens, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.060458,-118.194029,Robin Dunitz Slides of Los Angeles Murals,"The murals of Ramona Gardens. La adelita, Los Angeles",images/Dunitz/1006.jpeg,Judithe Hernandez,1976,,,"34.060458000000004,-118.194029","Ramona Gardens, Boyle Heights, Los Angeles, Los Angeles County, California, 90053, United States"
34.020543,-118.207279,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. If we could share, Los Angeles",images/Dunitz/991.jpeg,Lydia Dominguez,1976,,,"34.020542999999996,-118.207279","3332, Hunter Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018753,-118.207336,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Two women under a tree, Los Angeles",images/Dunitz/4.jpeg,Unknown,1976,,,"34.018753000000004,-118.20733600000001","Mariscos 4 Vientos, 3000, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.020808,-118.207757,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Olympia, Los Angeles",images/Dunitz/5.jpeg,Charles Feliz,1976,,,"34.020808,-118.207757","3306, Hunter Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.046947,-118.207891,Robin Dunitz Slides of Los Angeles Murals,"Advancements of Man, Los Angeles(repainted in 1995)",images/Dunitz/1781.jpeg,Willie Herr'on; Alfonso Jr. Trejo,1976,,,"34.046946999999996,-118.20789099999999","Metro 68, 770, Cesar E Chavez Avenue, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
34.020143,-118.208728,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Ocean fantasy, Los Angeles",images/Dunitz/1019.jpeg,Muralistics,1976,,,"34.020143,-118.20872800000001","3290, Glenn Avenue, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.020137,-118.210337,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. The moon reflecting off water, Los Angeles",images/Dunitz/1012.jpeg,Muralistics,1976,,,"34.020137,-118.21033700000001","East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.104609,-118.23791,Robin Dunitz Slides of Los Angeles Murals,"People reading and studying, Cypress Park, Los Angeles, detail",images/Dunitz/455.jpeg,Anthony Padilla,1976,,,"34.104609,-118.23791000000001","2298, Cypress Avenue, Los Angeles, Los Angeles County, California, 90065, United States"
34.104609,-118.23791,Robin Dunitz Slides of Los Angeles Murals,"People reading and studying, Cypress Park, Los Angeles",images/Dunitz/456.jpeg,Anthony Padilla,1976,,,"34.104609,-118.23791000000001","2298, Cypress Avenue, Los Angeles, Los Angeles County, California, 90065, United States"
34.104609,-118.23791,Robin Dunitz Slides of Los Angeles Murals,"People reading and studying, Cypress Park, Los Angeles, enlarged view",images/Dunitz/457.jpeg,Anthony Padilla,1976,,,"34.104609,-118.23791000000001","2298, Cypress Avenue, Los Angeles, Los Angeles County, California, 90065, United States"
34.104609,-118.23791,Robin Dunitz Slides of Los Angeles Murals,"People reading and studying, Cypress Park, Los Angeles",images/Dunitz/1877.jpeg,Anthony Padilla,1976,,,"34.104609,-118.23791000000001","2298, Cypress Avenue, Los Angeles, Los Angeles County, California, 90065, United States"
34.064779,-118.239933,Robin Dunitz Slides of Los Angeles Murals,Castelar Street School,images/Dunitz/76.jpeg,Leo Politi,1976,,,"34.064778999999994,-118.23993300000001","Castelar Elementary School, North Hill Street, New Chinatown, Chinatown, Los Angeles, Los Angeles County, California, 90012, United States"
33.938675,-118.242127,Robin Dunitz Slides of Los Angeles Murals,"Peace and love, Los Angeles",images/Dunitz/862.jpeg,Sybil Grinnell,1976,,,"33.938675,-118.242127","1729, East 107th Street, Watts, Los Angeles, Los Angeles County, California, 90002, United States"
34.089171,-118.24953,Robin Dunitz Slides of Los Angeles Murals,"Room 8, Echo Park, Los Angeles",images/Dunitz/308.jpeg,Denis Fitzpatrick; Michael Chaffey,1976,,,"34.089171,-118.24953000000001","Elysian Heights Elementary School, Baxter Street, Echo Park, Los Angeles, Los Angeles County, California, 90065-1256, United States"
34.01884,-118.278683,Robin Dunitz Slides of Los Angeles Murals,"Transportation brought art to the people, Los Angeles",images/Dunitz/928.jpeg,Ulysses Jenkins,1976,,,"34.018840000000004,-118.278683","3585, South Hope Street, Jefferson, Historic South-Central, Los Angeles, Los Angeles County, California, 90007, United States"
34.091451,-118.279849,Robin Dunitz Slides of Los Angeles Murals,"American Legion (Ages), Los Angeles",images/Dunitz/1770.jpeg,Daniel Martinez,1976,,,"34.091451,-118.279849","1099, Hyperion Avenue, East Hollywood, Los Angeles, Los Angeles County, California, 90029, United States"
33.707223,-118.294044,Robin Dunitz Slides of Los Angeles Murals,"Breaching whale, San Pedro",images/Dunitz/1269.jpeg,Muriel Olguin,1976,,,"33.707223,-118.294044","803, West Paseo del Mar, Los Angeles, Los Angeles County, California, 90731, United States"
34.378504,-118.43884,Robin Dunitz Slides of Los Angeles Murals,"Placerita Canyon before man, Newhall",images/Dunitz/557.jpeg,Rudy Pavini,1976,,,"34.378504,-118.43883999999998","19280, Placerita Canyon Road, Santa Clarita, Los Angeles County, California, 91321, United States"
34.378504,-118.43884,Robin Dunitz Slides of Los Angeles Murals,"A dream come true: Gold, Newhall",images/Dunitz/558.jpeg,Rudy Pavini,1976,,,"34.378504,-118.43883999999998","19280, Placerita Canyon Road, Santa Clarita, Los Angeles County, California, 91321, United States"
34.378504,-118.43884,Robin Dunitz Slides of Los Angeles Murals,"Placerita Canyon before man and A dream come true: Gold, Newhall",images/Dunitz/1897.jpeg,Rudy Pavini,1976,,,"34.378504,-118.43883999999998","19280, Placerita Canyon Road, Santa Clarita, Los Angeles County, California, 91321, United States"
34.159599,-118.442144,Robin Dunitz Slides of Los Angeles Murals,"Senior couple posing in front of a park-like landscape, Van Nuys",images/Dunitz/560.jpeg,Angela Leonard,1976,,,"34.159599,-118.442144","Van Nuys Sherman Oaks Pool, Huston Street, Sherman Oaks, Los Angeles, Los Angeles County, California, 91423, United States"
34.017564,-118.478032,Robin Dunitz Slides of Los Angeles Murals,"Your travel agent, Santa Monica",images/Dunitz/829.jpeg,Jane Golden; Peggy Edwards,1976,,,"34.017564,-118.47803200000001","SMC Warehouse, 1914, 14th Street, Santa Monica, Los Angeles County, California, 90405, United States"
34.019067,-118.20655,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. The United Union Farmworkers Union theme, Los Angeles",images/Dunitz/1014.jpeg,Royal Chicano Air Forces,1977,,,"34.019067,-118.20655","1376, South Lorena Street, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.018756,-118.206979,Robin Dunitz Slides of Los Angeles Murals,"The murals of Estrada Courts. Outer space, Los Angeles",images/Dunitz/1011.jpeg,Charles Haro,1977,,,"34.018755999999996,-118.206979","Mariscos 4 Vientos, 3000, East Olympic Boulevard, Boyle Heights, Los Angeles, Los Angeles County, California, 90023, United States"
34.073985,-118.215294,Robin Dunitz Slides of Los Angeles Murals,"Chicano time trip, Los Angeles",images/Dunitz/1777.jpeg,Wayne Healy; David Botello,1977,,,"34.073985,-118.215294","99 Cents Only Stores, North Broadway, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031-2212, United States"
34.069174,-118.218169,Robin Dunitz Slides of Los Angeles Murals,"Quetzalcoatl, detail 1 of 2",images/Dunitz/977.jpeg,Mictlan,1977,,,"34.069174,-118.21816899999999","398, Avenue 20, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
34.069174,-118.218169,Robin Dunitz Slides of Los Angeles Murals,Quetzalcoatl,images/Dunitz/978.jpeg,Mictlan,1977,,,"34.069174,-118.21816899999999","398, Avenue 20, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
34.069174,-118.218169,Robin Dunitz Slides of Los Angeles Murals,"Quetzalcoatl, detail 2 of 2",images/Dunitz/979.jpeg,Mictlan,1977,,,"34.069174,-118.21816899999999","398, Avenue 20, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States"
